ID,medv
3,33.498863065761654
6,26.425428830761767
8,16.761252997172225
9,15.314873064238856
10,18.21756993304847
18,18.492489794335008
20,19.89187143966625
25,15.829719456815239
26,16.38759797261275
27,18.12417412774753
29,18.529663586287306
30,20.870763039682664
33,14.279425367579046
34,16.068714885085623
36,22.01101109370865
37,21.86936032667994
38,22.89622915981635
42,29.620191083002425
49,15.227992232618048
53,25.00578374876473
60,21.9805252265089
63,22.757005236317326
70,22.11540810108888
72,21.97939755696415
79,20.944951352673456
80,22.337021384172267
83,23.118616649047627
92,23.398715727018157
93,23.527878768643756
96,25.83355270304649
98,43.35182813268826
99,43.69529468496519
100,31.758872814967575
105,20.51652898964475
106,16.737831987306475
111,20.469448056151485
113,17.81119410505503
114,16.373905259762402
116,19.27959568221982
126,21.335680899591885
130,15.58651974285315
131,18.936228008747584
133,19.57071238457371
136,16.303085583515426
141,14.684084432808636
144,14.586066830737687
145,14.620680452219526
147,17.672969599615705
152,20.351261864543268
153,23.382743877767094
156,18.023073350873016
158,33.196477586645855
163,44.7088629666849
169,22.187694604578716
185,23.406293444722486
186,24.16939403597105
189,29.02034706751881
196,44.38192491972517
197,34.654793776021386
199,32.62352368392833
200,31.875009723523313
203,43.33390995058872
208,17.968203065930215
210,16.391721896474454
211,19.63832875110235
213,20.788712716754564
216,23.70592936683022
218,23.24370198210794
219,18.591443608546633
220,22.50460368497413
221,27.593003877169245
229,42.31368896693395
232,33.296130112818844
238,33.92415419928482
239,23.714754413320424
240,25.31690223102145
242,21.18918331020597
246,17.311311596799925
248,21.216651247484577
253,32.53945626873637
255,23.04347336434195
256,22.08456398380499
257,34.78043464667355
258,46.701319413790415
259,34.120852447490364
260,30.053067992183724
268,44.317158209493236
270,22.575958173244317
271,20.86268439955147
276,31.52445457548025
277,31.73519184946335
278,31.277166152221728
279,23.61366758723265
281,44.88812866832997
288,23.382214364951277
290,24.865094766629642
292,33.591000014191586
295,20.725904234551077
296,25.218663334395576
299,27.12744315334852
300,33.53389101158598
301,28.78968298106236
308,30.06014545661704
314,22.44530802871737
315,24.16077634465083
320,20.38929497744701
322,23.345633021745055
323,23.10004003924538
324,20.702572421918465
327,23.425360851112057
330,23.188334230695215
332,20.513000166335804
333,22.370251857951537
336,21.426030044521163
338,20.16564535290025
346,20.74497896985924
347,20.26596578453373
351,22.144949888308965
352,26.045280935590327
354,32.935143392028365
355,21.650245048074755
356,22.573069140620817
362,20.148214783089085
364,20.02977919550816
365,45.4864373350638
370,45.787958603897245
376,22.33115643231944
379,11.305757291187252
380,12.087907307853568
381,17.476435456216578
382,11.372979488199139
386,10.405056183675729
389,11.985900643286092
391,16.2755620770437
394,16.72559204008434
396,15.422643722383155
398,15.90370928543844
400,13.138757937635846
403,13.541359491521401
405,10.870625545135075
406,11.143291112384171
407,13.386886635242483
410,16.094949773189395
411,26.42528761142967
412,12.08706806480178
413,10.075896913527801
417,11.275308141482935
421,16.830593427333337
422,17.758924474073183
423,19.36861461020931
424,13.098073311529976
427,15.029851584336086
431,14.064826085600467
436,10.996021528016666
437,13.015369988363975
439,10.803001092761702
447,16.381790482030382
450,15.845144283041533
451,14.682120216487128
455,13.467886257521997
457,14.631070900228679
471,16.980420744272596
474,25.155000802751246
476,14.167836368812756
483,29.763081198052163
486,20.99946948611139
490,13.176436423758108
495,20.381627655965453
496,17.95242085207987
497,15.897819361632713
499,20.34947282734169
501,20.250259879200495
505,25.397859648300088
