ID,medv
3,33.498863065761654
6,26.425428830761774
8,16.761252997172225
9,15.314873064238856
10,18.217569933048466
18,18.492489794335008
20,19.89187143966625
25,15.829719456815239
26,16.38759797261275
27,18.124174127747526
29,18.529663586287306
30,20.87076303968266
33,14.279425367579048
34,16.06871488508562
36,22.01101109370865
37,21.869360326679935
38,22.89622915981635
42,29.620191083002425
49,15.227992232618043
53,25.005783748764735
60,21.980525226508895
63,22.757005236317326
70,22.115408101088885
72,21.979397556964155
79,20.944951352673453
80,22.337021384172267
83,23.118616649047627
92,23.39871572701816
93,23.52787876864376
96,25.833552703046493
98,43.36642210229431
99,43.69529468496519
100,31.758872814967578
105,20.51652898964475
106,16.73783198730648
111,20.469448056151485
113,17.81119410505503
114,16.373905259762402
116,19.27959568221982
126,21.33568089959189
130,15.586519742853147
131,18.936228008747587
133,19.57071238457371
136,16.30308558351543
141,14.684084432808637
144,14.586066830737687
145,14.620680452219526
147,17.6729695996157
152,20.351261864543265
153,23.38274387776709
156,18.023073350873016
158,33.196477586645855
163,44.69426899707885
169,22.187694604578713
185,23.406293444722497
186,24.169394035971056
189,29.020347067518806
196,44.38192491972517
197,34.654793776021386
199,32.62352368392833
200,31.875009723523316
203,43.33390995058872
208,17.96820306593022
210,16.39172189647445
211,19.638328751102353
213,20.788712716754567
216,23.705929366830222
218,23.24370198210794
219,18.59144360854663
220,22.50460368497413
221,27.59300387716925
229,42.31368896693395
232,33.296130112818844
238,33.92415419928482
239,23.71475441332042
240,25.316902231021448
242,21.18918331020597
246,17.31131159679993
248,21.216651247484574
253,32.539456268736366
255,23.043473364341956
256,22.084563983804994
257,34.78043464667355
258,46.701319413790415
259,34.120852447490364
260,30.053067992183724
268,44.33175217909928
270,22.57595817324432
271,20.862684399551473
276,31.509860605874202
277,31.735191849463355
278,31.277166152221728
279,23.61366758723265
281,44.88812866832996
288,23.382214364951274
290,24.86509476662964
292,33.591000014191586
295,20.725904234551077
296,25.218663334395576
299,27.127443153348516
300,33.53389101158598
301,28.789682981062356
308,30.060145456617036
314,22.44530802871737
315,24.160776344650834
320,20.389294977447005
322,23.34563302174505
323,23.10004003924538
324,20.702572421918465
327,23.425360851112053
330,23.188334230695215
332,20.513000166335807
333,22.37025185795154
336,21.426030044521163
338,20.16564535290025
346,20.74497896985924
347,20.26596578453373
351,22.144949888308965
352,26.04528093559033
354,32.935143392028365
355,21.65024504807476
356,22.57306914062082
362,20.14821478308908
364,20.029779195508155
365,45.4864373350638
370,45.787958603897245
376,22.33115643231944
379,11.305757291187252
380,12.087907307853568
381,17.476435456216574
382,11.372979488199139
386,10.405056183675729
389,11.985900643286092
391,16.2755620770437
394,16.725592040084337
396,15.422643722383155
398,15.90370928543844
400,13.138757937635848
403,13.541359491521401
405,10.870625545135077
406,11.143291112384171
407,13.386886635242483
410,16.09494977318939
411,26.42528761142967
412,12.08706806480178
413,10.075896913527801
417,11.275308141482936
421,16.830593427333334
422,17.75892447407318
423,19.368614610209306
424,13.098073311529978
427,15.029851584336088
431,14.064826085600469
436,10.996021528016666
437,13.015369988363977
439,10.803001092761704
447,16.38179048203038
450,15.845144283041533
451,14.68212021648713
455,13.467886257521998
457,14.63107090022868
471,16.980420744272593
474,25.155000802751243
476,14.167836368812756
483,29.76308119805216
486,20.99946948611139
490,13.176436423758108
495,20.38162765596545
496,17.95242085207987
497,15.89781936163271
499,20.34947282734169
501,20.25025987920049
505,25.397859648300088
